id,title,indexed,bgcov,n_mb_works
all-my-roads-lead-back-to-you,All My Roads Lead Back To You,0,1,0
all-my-rowdy-friends-have-settled-down,All My Rowdy Friends Have Settled Down,0,0,0
all-my-tears,All My Tears,0,2,0
all-my-woman-asks,All My Woman Asks,0,0,0
all-new-me,All New Me,0,0,1
all-night-blue,All Night Blue,0,0,1
all-night-long,All Night Long,0,9,104
all-night-long-1,All Night Long,0,9,104
all-night-long-2,All Night Long,0,9,104
all-of-a-sudden,All Of A Sudden,0,0,9
all-of-me,All of Me,1,0,40
all-of-me-belongs-to-you,All Of Me Belongs To You,0,0,1
all-of-me-loves-all-of-you,All Of Me (Loves All Of You),1,0,0
all-of-me-loves-all-of-you-1,All Of Me Loves All Of You,0,0,1
all-of-me-loves-all-of-you-2,All Of Me Loves All Of You,0,0,1
all-of-my-tomorrows,All Of My Tomorrows,0,0,0
all-of-the-monkeys-ain-t-in-the-zoo,All Of The Monkeys Ain't In The Zoo,0,0,0
all-of-the-time,All Of The Time,0,0,8
all-over-again,All Over Again,0,3,27
all-over-me,All Over Me,0,2,22
all-over-my-mind,All Over My Mind,0,0,0
all-prayed-up,All Prayed Up,1,3,1
all-right-i-ll-sign-the-papers,All Right I'll Sign The Papers,0,0,1
all-right-lyrics-chords,All Right Lyrics chords,0,0,0
all-shook-up,All Shook Up,0,1,4
all-that-heaven-will-allow,All That Heaven Will Allow,0,0,1
all-that-i-am,All That I Am,0,0,14
all-that-i-m-asking-is-sympathy,All That I'm Asking Is Sympathy,0,0,0
all-that-keeps-me-goin,All That Keeps Me Goin',0,0,1
all-that-keeps-me-going,All That Keeps Me Going,0,0,1
all-that-she-could-take,All That She Could Take,0,0,0
all-that-s-worth-remembering-is-you,All That's Worth Remembering Is You,1,0,0
all-that-we-ve-got-left,All That We've Got Left,0,0,1
all-that-you-could-be,All That You Could Be,0,0,1
all-that-you-have-is-your-soul,All That You Have Is Your Soul,0,0,1
all-the-beer-and-all-my-friends-are-gone,All The Beer And All My Friends Are Gone,0,0,0
all-the-dreamin-they-could-stand,All The Dreamin' They Could Stand,0,0,0
all-the-gold-in-california,All The Gold in California,0,0,1
all-the-good-is-gone,All The Good Is Gone,0,0,0
all-the-good-things-are-gone,All The Good Things Are Gone,0,0,0
all-the-good-times-are-past-and-gone,All The Good Times Are Past And Gone,1,15,1
all-the-good-times-are-past-and-gone-2,All The Good Times Are Past And Gone,1,15,1
all-the-lonely-women-in-the-world,All The Lonely Women In The World,0,0,1
all-the-love-i-ever-had,All The Love I Ever Had,0,0,1
all-the-love-i-had-is-gone,All The Love I Had Is Gone,0,3,1
all-the-people-are-talkin,All The People Are Talkin',0,0,1
all-the-praises,All The Praises,0,0,1
all-the-soft-places-to-fall,All The Soft Places To Fall,0,0,1
all-the-tea-in-china,All The Tea In China,0,0,2
all-the-time,All the Time,0,8,47
all-the-way,All The Way,0,10,71
all-the-way-through,All The Way Through,0,0,2
all-the-way-together,All The Way Together,0,0,0
all-the-way-to-love,All The Way To Love,0,0,0
all-the-way-with-jesus,All The Way With Jesus,0,0,1
all-the-world-and-the-seven-seas,All The World And The Seven Seas,0,0,0
all-the-world-is-lonely-now,All the World is Lonely Now,0,1,1
all-things-to-all-things,All Things To All Things,0,0,1
all-those-years,All Those Years,0,1,5
all-those-yesterdays,All Those Yesterdays,0,0,1
all-together-now,All Together Now,0,0,9
all-together-now-let-s-fall-apart,All Together Now Let's Fall Apart,0,0,0
all-we-had-going-is-gone,All We Had Going Is Gone,0,0,0
all-wrapped-up-in-christmas,All Wrapped Up in Christmas,0,0,0
all-you-ever-do-is-bring-me-down,All You Ever Do Is Bring Me Down,0,0,2
all-you-need-is-love,All You Need is Love,1,1,7
all-you-want-when-you-please,All You Want When You Please,0,0,1
almost,Almost,0,0,26
almost-all-the-time,Almost All The Time,0,0,1
almost-always-true,Almost Always True,0,0,1
almost-can-t,Almost Can't,0,0,0
almost-dawn-in-denver,Almost Dawn in Denver,0,0,0
almost-eighteen,Almost Eighteen,0,0,1
almost-hear-the-blues,Almost Hear The Blues,0,0,0
almost-home,Almost Home,0,6,33
almost-in-love,Almost In Love,0,1,6
almost-jamaica,Almost Jamaica,0,0,1
almost-like-having-you-here,Almost Like Having You Here,0,0,0
almost-like-you-never-went-away,Almost Like You Never Went Away,0,0,0
almost-persuaded,Almost Persuaded,0,1,4
almost-persuaded-gospel,Almost Persuaded (Gospel),0,0,0
almost-saturday-night,Almost Saturday Night,0,0,1
almost-there,Almost There,0,0,33
aloha-oe,Aloha Oe,1,1,7
alone,Alone,0,4,376
alone-1,Alone,0,4,376
alone-2,Alone,0,4,376
alone-and-broke-in-birmingham,Alone And Broke In Birmingham,0,0,0
alone-and-forsaken,Alone and Forsaken,0,3,1
a-lonely-heart-knows,A Lonely Heart Knows,0,0,0
a-lonely-woman,A Lonely Woman,0,0,14
a-lonesome-heart,A Lonesome Heart,0,1,0
a-lonesome-night,A Lonesome Night,0,4,1
a-lonesome-road-to-travel,A Lonesome Road to Travel,1,1,0
alone-with-you,Alone With You,0,4,18
along-about-daybreak,Along About Daybreak,0,4,1
a-long-and-lasting-love,A Long And Lasting Love,0,0,1
along-came-you,Along Came You,0,0,2
along-the-mississippi,Along The Mississippi,0,0,1
along-the-navajo-trail,Along the Navajo Trail,0,0,1
along-the-road,Along the Road,0,1,3
along-the-santa-fe-trail,Along The Santa Fe Trail,0,0,1
along-the-way,Along The Way,0,4,18
a-long-time-ago,A Long Time Ago,0,0,30
a-long-time-ago-1,A Long Time Ago,0,0,30
a-long-vacation,A Long Vacation,0,0,2
a-long-way-from-montana,A Long Way From Montana,0,0,0
a-loser-never-had-a-better-friend,A Loser Never Had A Better Friend,0,0,0
a-loser-s-cathedral,A Loser's Cathedral,0,0,0
a-lot-of-good,A Lot Of Good,0,0,1
a-loveless-marriage,A Loveless Marriage,0,0,0
a-love-like-that,A Love Like That,0,1,8
a-lover-s-quarrel,A Lover's Quarrel,0,2,2
a-love-so-beautiful,A Love So Beautiful,0,0,1
a-love-song,A Love Song,0,1,180
a-love-song-1,A Love Song,0,1,180
alpha-and-omega,Alpha And Omega,0,0,10
already-gone,Already Gone,0,1,35
already-it-s-heaven,Already It's Heaven,0,0,0
alright-i-m-wrong,Alright I'm Wrong,0,0,0
althea,Althea,1,1,3
always,Always,0,0,184
always-a-bridesmaid,Always a Bridesmaid,0,0,0
always-alone,Always Alone,0,0,3
always-always,Always Always,0,1,4
always-be-kind-to-your-mother,Always Be Kind To Your Mother,0,1,1
always-have-always-will,Always Have Always Will,0,0,3
always-it-s-you,Always It's You,0,0,1
always-just-a-memory-away,Always Just A Memory Away,0,0,0
always-late,Always Late,0,2,2
always-late-with-your-kisses,Always Late With Your Kisses,0,0,0
always-leaving-always-gone,Always Leaving Always Gone,0,0,0
always-loving-you,Always Loving You,0,0,1
always-never-the-same,Always Never The Same,0,0,0
always-remember,Always Remember,0,0,4
always-something-there-to-remind-me,Always Something There To Remind Me,0,0,2
always-the-first-time,Always The First Time,0,1,1
always-think-of-you,Always Think Of You,0,0,0
always-true,Always True,0,0,1
always-wanting-you,Always Wanting You,0,0,1
always-you-always-me,Always You Always Me,0,0,0
a-maiden-s-prayer,A Maiden's Prayer,1,21,4
a-man-and-a-train,A Man And A Train,0,0,1
a-man-called-peter,A Man Called Peter,0,0,0
amanda,Amanda,0,4,26
a-man-i-hardly-know,A Man I Hardly Know,0,0,1
a-man-is-on-his-own,A Man Is On His Own,0,0,0
a-man-like-me,A Man Like Me,0,4,8
a-mansion-for-me,A Mansion For Me,0,3,0
a-mansion-on-the-hill,A Mansion on the Hill,1,11,4
a-man-who-is-wise,A Man Who Is Wise,0,0,0
amarillo,Amarillo,0,2,7
amarillo-1,Amarillo,0,2,7
amarillo-by-morning,Amarillo By Morning,0,2,1
amarillo-highway,Amarillo Highway,0,0,1
amateur-in-love,Amateur In Love,0,0,0
amazing-grace,Amazing Grace,1,55,55
amazing-love,Amazing Love,1,1,6
amber-tresses,Amber Tresses,1,2,1
amber-tresses-tied-in-blue,Amber Tresses Tied in Blue,1,2,0
amelia-earhart,Amelia Earhart,0,6,5
amelia-earharts-last-flight,Amelia Earhart's Last Flight,1,6,1
a-memory-away,A Memory Away,0,0,1
a-memory-like-i-m-gonna-be,A Memory Like I'm Gonna Be,0,0,0
a-memory-of-you,A Memory Of You,0,13,12
a-memory-that-just-won-t-quit,A Memory That Just Won't Quit,0,0,0
a-memory-thats-all-youll-ever-be-to-me,A Memory That’s All You’ll Ever Be To Me,0,0,0
amen,Amen,0,0,82
americana,Americana,0,0,13
american-by-birth,American By Birth,0,0,1
american-dream,American Dream,0,3,71
american-dream-1,American Dream,0,3,71
american-honky-tonk-bar-association,American Honky Tonk Bar Association,0,0,1
american-made,American Made,0,0,7
american-pride,American Pride,0,0,2
america-s-sweetheart,America's Sweetheart,0,0,2
america-the-beautiful,America The Beautiful,0,3,16
america-the-ugly,America The Ugly,0,0,1
a-message-from-the-trade-winds,A Message From The Trade Winds,0,0,0
a-message-to-my-mother,A Message To My Mother,0,1,1
a-mess-of-blues,A Mess of Blues,0,0,1
am-i-a-fool,Am I A Fool,0,1,0
am-i-blue,Am I Blue,0,0,0
am-i-blue-1,Am I Blue,0,0,0
am-i-born-to-die,Am I Born To Die,0,4,0
amie,Amie,1,2,3
a-mi-esposa-con-amor-to-my-wife-with-love,A Mi Esposa Con Amor (To My Wife With Love),0,0,0
a-mighty-good-god,A Mighty Good God,0,0,1
amigo,Amigo,0,0,22
amigo-s-guitar,Amigo's Guitar,0,0,1
a-mile-and-a-quarter,A Mile And A Quarter,0,0,0
a-million-and-one,A Million And One,0,0,2
a-million-miles-from-nowhere,A Million Miles From Nowhere,0,1,0
a-million-miles-from-your-heart,A Million Miles From Your Heart,0,0,1
a-million-miles-to-the-city,A Million Miles To The City,0,0,1
a-million-more,A Million More,0,0,2
a-million-old-goodbyes,A Million Old Goodbyes,0,0,0
a-million-teardrops,A Million Teardrops,0,0,1
a-million-tears-from-now,A Million Tears From Now,0,0,0
a-million-to-one,A Million To One,0,0,6
a-million-years-from-now-lyrics-chords,A Million Years From Now Lyrics Chords,0,0,0
a-million-years-in-glory,A Million Years In Glory,0,1,0
a-million-years-or-so,A Million Years Or So,0,0,1
am-i-locking-someone-in,Am I Locking Someone In,0,0,0
am-i-losing-you,Am I Losing You,0,1,4
am-i-losing-your-memory-or-mine,Am I Losing Your Memory Or Mine,0,0,0
am-i-not-my-brother-s-keeper,Am I Not My Brother's Keeper,0,0,0
a-minute-of-your-time,A Minute Of Your Time,0,0,1
am-i-ready,Am I Ready,0,0,1
am-i-standing-in-your-way,Am I Standing In Your Way,0,0,1
am-i-that-easy-to-forget-lyrics-chords,Am I That Easy to Forget Lyrics chords,0,0,0
am-i-the-only-thing-you-ve-done-wrong,Am I The Only Thing You've Done Wrong,0,0,0
am-i-to-be-the-one,Am I To Be The One,0,0,1
a-moment-isnt-very-long,A Moment Isn’t Very Long,0,0,1
among-my-souvenirs,Among My Souvenirs,0,0,1
a-mother-s-way,A Mother's Way,0,0,0
amsterdam,Amsterdam,0,0,93
amy-s-eyes,Amy's Eyes,0,0,1
an-affair-to-remember,An Affair To Remember,0,0,0
an-all-american-bluegrass-girl,An All American Bluegrass Girl,0,1,0
an-american-dream,An American Dream,0,3,71
an-american-trilogy,An American Trilogy,0,0,3
an-angel-sleeps-beside-me-every-night,An Angel Sleeps Beside Me Every Night,0,0,0
an-article-from-life,An Article From Life,0,0,0
anchored-in-love,Anchored In Love,1,2,1
anchored-to-the-shore,Anchored To The Shore,1,0,0
ancient-history,Ancient History,0,0,12
ancient-history-1,Ancient History,0,0,12
and-god-created-texas,And God Created Texas,0,0,0
and-i-ll-go,And I'll Go,0,0,0
and-i-love-you-so,And I Love You So,0,1,1
and-i-m-still-missing-you,And I'm Still Missing You,0,0,1
and-so-it-goes,And So It Goes,0,2,6
and-so-will-you-my-love,And So Will You My Love,0,0,1
and-then,And Then,0,0,7
and-then-you-came-along,And Then You Came Along,0,0,0
and-you-wonder-why,And You Wonder Why,0,0,2
an-empty-cup,An Empty Cup,0,0,2
an-empty-cup-a-broken-date,An Empty Cup A Broken Date,0,0,0
an-empty-mansion,An Empty Mansion,0,3,1
an-evening-prayer,An Evening Prayer,0,1,11
a-new-baby-for-christmas,A New Baby For Christmas,0,0,1
a-new-love,A New Love,0,2,21
a-new-love-affair-lyrics-chords,A New Love Affair Lyrics Chords,0,0,0
a-new-moon-an-old-flame-and-you,A New Moon An Old Flame And You,0,0,0
a-new-way-to-cry,A New Way To Cry,0,0,1
a-new-way-to-fly,A New Way To Fly,0,0,1
a-new-way-to-live,A New Way To Live,0,0,1
a-new-way-to-say-i-love-you,A New Way to Say I Love You,0,0,1
an-eye-for-an-eye,An Eye For An Eye,0,0,43
angel,Angel,0,5,303
angela-jones,Angela Jones,0,0,3
angel-and-the-badman,Angel And The Badman,0,0,1
angel-angelina,Angel Angelina,0,0,0
angel-band,Angel Band,1,22,4
angel-band-1,Angel Band,1,22,4
angel-eyes,Angel Eyes,0,1,37
angel-from-montgomery,Angel From Montgomery,1,3,1
angelina-baker,Angelina Baker,1,6,1
angel-in-an-apron,Angel In An Apron,0,0,0
angel-in-disguise,Angel In Disguise,0,1,9
angeline,Angeline,1,6,14
angeline-baker,Angeline Baker,1,0,0
angeline-the-baker,Angeline the Baker,1,11,1
angel-in-your-arms,Angel In Your Arms,0,0,1
angel-like-you,Angel Like You,0,0,2
angel-of-the-morning,Angel Of The Morning,0,0,1
angel-on-my-shoulder,Angel On My Shoulder,0,0,8
angel-on-paper-lyrics-and-chords,Angel On Paper Lyrics and Chords,0,0,0
angels,Angels,0,1,101
angels-among-us,Angels Among Us,0,0,3
angels-and-alcohol,Angels And Alcohol,0,1,1
angels-are-hard-to-find,Angels Are Hard To Find,0,0,2
angels-don-t-fly-they-just-walk-out-on-you,Angels Don't Fly They Just Walk Out On You,0,0,0
angels-don-t-lie,Angels Don't Lie,0,0,1
angels-get-lonesome-sometimes,Angels Get Lonesome Sometimes,0,0,0
angels-rejoiced,Angels Rejoiced,0,3,1
angels-rock-me-to-sleep,Angels Rock Me To Sleep,1,4,1
angels-watching-over-me,Angels Watching Over Me,0,0,0
angel-with-a-broken-wing,Angel With A Broken Wing,0,1,1
anger-and-tears,Anger and Tears,0,1,2
angry,Angry,0,0,12
angry-words,Angry Words,0,0,1
an-hour-and-a-six-pack,An Hour And A Six Pack,0,0,0
a-nice-place-to-visit,A Nice Place To Visit,0,0,2
a-nickel-for-the-fiddler,A Nickel For The Fiddler,0,0,1
a-night-to-remember,A Night To Remember,0,0,30
anita-you-re-dreaming,Anita You're Dreaming,0,0,1
ann,Ann,0,0,6
anna,Anna,0,3,65
anna-1,Anna,0,3,65
anna-marie,Anna Marie,0,1,4
annie-laurie,Annie Laurie,0,3,7
annie-over,Annie Over,0,0,1
annie-s-song-lyrics-and-chords,Annie's Song Lyrics and Chords,0,0,0
anniversary-blue-yodel-no-7,Anniversary Blue Yodel No. 7,0,0,0
anniversary-waltz,Anniversary Waltz,0,2,4
an-occasional-eagle,An Occasional Eagle,0,0,1
an-occasional-rose,An Occasional Rose,0,0,0
an-old-bridge,An Old Bridge,0,0,2
an-old-farm-for-sale,An Old Farm For Sale,0,0,0
an-old-fashioned-christmas,An Old Fashioned Christmas,0,2,3
an-old-log-cabin-for-sale,An Old Log Cabin For Sale,0,1,1
an-old-love-affair,An Old Love Affair,0,0,0
an-old-love-affair-now-showing,An Old Love Affair Now Showing,0,0,0
an-old-memory-found-its-way-back-home-again,An Old Memory (Found Its Way Back Home Again),0,1,0
an-old-memory-got-in-my-eye,An Old Memory Got In My Eye,0,0,0
an-old-memorys-arms,An Old Memory’s Arms,0,0,0
an-old-pair-of-shoes,An Old Pair Of Shoes,0,1,1
an-old-rocking-chair,An Old Rocking Chair,0,2,1
an-old-sweetheart-of-mine-chords-and,An Old Sweetheart Of Mine chords and,0,0,0
anonymous,Anonymous,0,0,22
another,Another,0,0,26
another-beer-drinking-song,Another Beer Drinking Song,0,0,0
another-bridge-to-burn,Another Bridge to Burn,0,0,1
another-broken-heart,Another Broken Heart,0,5,3
another-by-my-side,Another By My Side,0,1,1
another-chance,Another Chance,0,0,21
another-chance-at-love,Another Chance At Love,0,0,0
another-chance-to-fall-in-love,Another Chance To Fall In Love,0,0,0
another-cup-of-coffee,Another Cup of Coffee,0,0,3
another-cup-of-memories,Another Cup Of Memories,0,0,0
another-day,Another Day,1,6,142
another-day-another-dollar,Another Day Another Dollar,1,3,3
another-dream-just-came-true,Another Dream Just Came True,0,0,1
another-good-reason,Another Good Reason,0,1,1
another-hand-shaking-goodbye,Another Hand Shaking Goodbye,0,0,0
another-heart-for-you-to-break,Another Heart For You To Break,0,0,1
another-honky-tonk-night-on-broadway,Another Honky Tonk Night On Broadway,0,0,0
another-i-love-you-kind-of-day,Another I Love You Kind Of Day,0,0,1
another-just-like-me,Another (Just Like Me),0,0,0
another-lonely-night,Another Lonely Night,0,0,4
another-lonely-night-1,Another Lonely Night,0,0,4
another-lonely-song,Another Lonely Song,0,0,1
another-lonesome-morning,Another Lonesome Morning,0,2,2
another-man-loved-me-last-night,Another Man Loved Me Last Night,0,0,1
another-man-s-fool,Another Man's Fool,0,0,1
another-man-s-woman,Another Man's Woman,0,1,2
another-month-another-week-another-day,Another Month Another Week Another Day,0,0,0
another-mule,Another Mule,0,0,0
another-neon-night,Another Neon Night,0,0,0
another-night,Another Night,1,11,24
another-place-another-time,Another Place Another Time,0,0,6
another-pot-o-tea,Another Pot O' Tea,0,0,0
another-pretty-country-song,Another Pretty Country Song,0,0,1
another-saturday-night,Another Saturday Night,1,4,5
another-shot-of-toddy,Another Shot Of Toddy,0,0,0
another-sleepless-night,Another Sleepless Night,0,1,3
another-song-another-drink,Another Song Another Drink,0,3,1
another-song-to-sing,Another Song To Sing,0,0,1
another-story,Another Story,0,0,13
another-tear,Another Tear,0,1,1
another-texas-song,Another Texas Song,0,0,0
another-tomorrow,Another Tomorrow,0,0,1
another-town,Another Town,0,4,4
another-woman,Another Woman,0,0,2
another-woman-s-man-another-man-s-woman-lyrics-chords,Another Woman's Man Another Man's Woman Lyrics chords,0,0,0
another-world,Another World,0,1,91
another-you,Another You,0,0,11
another-you-1,Another You,0,0,11
a-not-so-merry-christmas,A Not So Merry Christmas,0,0,1
an-out-of-control-raging-fire,An Out Of Control Raging Fire,0,1,1
answer-me-my-love-lyrics-and-chords,Answer Me My Love Lyrics and Chords,0,0,0
answers,Answers,0,1,26
answers-to-my-questions,Answers To My Questions,0,0,1
answer-the-phone,Answer The Phone,0,0,3
answer-to-rainbow-at-midnight,Answer To Rainbow At Midnight,0,0,0
answer-to-the-galveston-rose,Answer To The Galveston Rose,0,0,0
answer-to-the-last-letter,Answer To The Last Letter,0,0,0
answer-to-weeping-willow,Answer To Weeping Willow,0,1,0
answer-to-your-letter,Answer to Your Letter,0,0,0
anthem-84,Anthem 84,0,0,1
ants-on-a-log,Ants On A Log,0,0,0
any-bar-in-birmingham,Any Bar In Birmingham,0,0,0
anybody-but-me,Anybody But Me,0,0,0
anybody-else-s-heart-but-mine,Anybody Else's Heart But Mine,0,0,0
anybody-s-girl,Anybody's Girl,0,0,1
any-day-now,Any Day Now,0,1,13
any-minute-now,Any Minute Now,0,0,3
anymore,Anymore,0,0,45
anymore-1,Anymore,0,0,45
anymore-2,Anymore,0,0,45
any-old-arms-won-t-do,Any Old Arms Won't Do,0,0,0
any-old-love-wont-do,Any Old Love Won’t Do,0,0,0
any-old-miracle,Any Old Miracle,0,0,1
any-old-time,Any Old Time,0,9,5
any-old-time-1,Any Old Time,0,9,5
any-old-time-2,Any Old Time,1,9,5
any-old-wind-that-blows,Any Old Wind That Blows,0,1,1
any-ole-reason,Any Ole Reason,0,0,0
any-ole-time,Any Ole Time,0,1,0
any-one-any-worse-any-where,Any One Any Worse Any Where,0,0,1
anyone-could-fall-in-love-with-you,Anyone Could Fall In Love With You,0,0,0
anyone-who-isn-t-me-tonight,Anyone Who Isn't Me Tonight,0,1,1
anyplace-is-paradise,Anyplace is Paradise,0,0,1
anyplace-you-want-to-go,Anyplace You Want To Go,0,1,1
any-single-solitary-heart,Any Single Solitary Heart,0,0,0
anything,Anything,0,0,78
anything-but-lonesome,Anything But Lonesome,0,0,0
anything-for-you,Anything For You,0,0,22
anything-leaving-town-today,Anything Leaving Town Today,0,0,1
anything-new-gets-old,Anything New Gets Old,0,0,1
anything-s-better-than-nothing,Anything's Better Than Nothing,0,1,1
anything-that-s-part-of-you,Anything That's Part Of You,0,0,1
anything-you-can-spare,Anything You Can Spare,0,0,0
anything-your-heart-desires,Anything Your Heart Desires,0,0,0
anytime,Anytime,0,0,40
anytime-i-m-your-man,Anytime I'm Your Man,0,0,0
anytime-lyrics-and-chords,Anytime Lyrics and Chords,0,0,0
anyway,Anyway,0,0,54
anyway-i-can,Anyway I Can,0,0,1
anyway-you-want-me,Anyway You Want Me,0,0,1
anyway-you-want-me-1,Anyway You Want Me,0,0,1
anywhere-but-here,Anywhere But Here,0,0,26
anywhere-is-home,Anywhere is Home,0,3,0
anywhere-is-home-when-you-re-with-me,Anywhere Is Home When You're With Me,0,1,0
anywhere-just-inside-your-arms,Anywhere Just Inside Your Arms,0,0,0
anywhere-on-earth-you-are,Anywhere On Earth You Are,0,1,0
anywhere-the-wind-blows,Anywhere The Wind Blows,0,1,2
anywhere-with-jesus,Anywhere With Jesus,0,0,1
anywhere-you-are,Anywhere You Are,0,0,3
a-package-of-lies-tied-in-blue,A Package Of Lies Tied In Blue,0,0,0
a-pair-of-wings-for-me,A Pair Of Wings For Me,0,0,0
apart-for-a-while,Apart For A While,0,0,1
apartment-9,Apartment # 9,0,0,0
a-perfect-day,A Perfect Day,0,0,50
a-perfect-stranger,A Perfect Stranger,0,0,22
a-picture-from-lifes-other-side,A Picture From Life’s Other Side,0,4,0
a-picture-of-jesus,A Picture Of Jesus,0,0,1
a-picture-of-me-without-you,A Picture of me Without You,0,1,1
a-picture-of-your-mother,A Picture Of Your Mother,0,1,1
a-place-for-girls-like-you,A Place For Girls Like You,0,0,0
a-place-for-the-lonesome,A Place For The Lonesome,0,0,1
a-place-in-the-sun,A Place In The Sun,0,1,25
