id,title,indexed,bgcov,n_mb_works
i-ve-got-five-dollars,I've Got Five Dollars,0,0,1
i-ve-got-it-again,I've Got It Again,0,0,0
i-ve-got-it-bad-for-you,I've Got It Bad For You,0,0,1
i-ve-got-it-made,I've Got It Made,0,0,2
i-ve-got-jesus-in-my-soul,I've Got Jesus In My Soul,0,0,1
i-ve-got-jesus-on-my-side,I've Got Jesus On My Side,0,0,0
i-ve-got-just-the-thing-for-you,I've Got Just The Thing For You,0,0,1
i-ve-got-mexico,I've Got Mexico,0,0,0
ive-got-my-baby-on-my-mind,I’ve Got My Baby On My Mind,0,0,1
i-ve-got-my-faults,I've Got My Faults,0,0,1
i-ve-got-my-fingers-crossed,I've Got My Fingers Crossed,0,0,1
i-ve-got-my-future-on-ice,I've Got My Future On Ice,0,3,0
i-ve-got-my-pride,I've Got My Pride,0,0,0
i-ve-got-no-use-for-the-women-yet,I've Got No Use For The Women Yet,0,0,0
i-ve-got-precious-memories,I've Got Precious Memories,0,0,0
i-ve-gotta-hang-my-hat-upon-the-wind,I've Gotta Hang My Hat Upon The Wind,0,0,0
i-ve-gotta-right-to-know,I've Gotta Right To Know,0,0,0
i-ve-gotta-walk-alone,I've Gotta Walk Alone,0,0,0
i-ve-gotten-used-to-the-cryin,I've Gotten Used To The Cryin',0,0,0
i-ve-got-texas-in-my-heart,I've Got Texas In My Heart,0,0,0
ive-got-that-old-feeling,I’ve Got That Old Feeling,1,2,1
i-ve-got-that-old-time-religion-in-my-heart,I've Got That Old Time Religion In My Heart,0,0,1
i-ve-got-the-heart-for-you,I've Got The Heart For You,1,0,0
i-ve-got-time-on-my-hands,I've Got Time On My Hands,0,0,0
i-ve-got-to-change,I've Got To Change,0,0,0
i-ve-got-to-have-you,I've Got To Have You,0,0,1
i-ve-got-to-hurry-hurry-hurry,I've Got To Hurry Hurry Hurry,0,0,0
i-ve-got-to-stop-loving-you,I've Got To Stop Loving You,0,0,0
i-ve-got-to-stop-lovin-you,I've Got To Stop Lovin' You,0,0,0
i-ve-got-what-it-takes,I've Got What It Takes,0,0,1
i-ve-got-you-on-my-mind-again,I've Got You On My Mind Again,0,0,1
i-ve-got-your-love-all-over-me,I've Got Your Love All Over Me,0,0,0
i-ve-got-you-to-thank-for-that,I've Got You To Thank For That,0,0,1
i-ve-had-a-beautiful-time,I've Had A Beautiful Time,0,0,0
i-ve-had-all-the-hurt-i-can-take,I've Had All The Hurt I Can Take,0,0,0
i-ve-had-choices,I've Had Choices,0,0,0
i-ve-had-you,I've Had You,0,0,1
i-ve-just-destroyed-the-world,I've Just Destroyed The World,0,0,1
i-ve-just-found-another-reason-for-loving-you,I've Just Found Another Reason For Loving You,0,0,0
i-ve-just-got-to-see-you-once-more,I've Just Got to See You Once More,0,1,1
i-ve-just-seen-the-rock-of-ages,I've Just Seen The Rock Of Ages,1,6,1
ive-just-seen-the-rock-of-ages,I’ve Just Seen The Rock Of Ages,1,6,1
i-ve-just-told-mama-goodbye,I've Just Told Mama Goodbye,0,0,1
i-ve-kissed-you-my-last-time,I've Kissed You My Last Time,0,0,0
i-ve-learned,I've Learned,0,0,1
i-ve-learned-to-live,I've Learned To Live,0,0,0
i-ve-learned-to-live-with-you-and-be-alone,I've Learned To Live With You And Be Alone,0,0,0
i-ve-learned-to-take-the-hurting,I've Learned To Take The Hurting,0,0,0
i-ve-lived-a-lie,I've Lived A Lie,0,0,0
i-ve-lived-a-lot-in-my-time,I've Lived A Lot In My Time,0,2,1
i-ve-lived-my-life,I've Lived My Life,0,1,1
i-ve-lost-my-heart-to-you,I've Lost My Heart To You,0,0,1
i-ve-lost-you,I've Lost You,1,7,2
ive-lost-you,I’ve Lost You,1,7,2
ive-lost-you-forever,I’ve Lost You Forever,1,1,0
i-ve-loved-and-lost-again,I've Loved and Lost Again,0,0,1
i-ve-loved-him-much-longer-than-you,I've Loved Him Much Longer Than You,0,0,0
i-ve-loved-i-ve-laughed-i-ve-cried,I've Loved I've Laughed I've Cried,0,0,0
i-ve-loved-you-all-over-the-world,I've Loved You All Over The World,0,0,1
i-ve-loved-you-all-over-the-world-1,I've Loved You All Over the World,0,0,1
i-ve-loved-you-forever-it-seems,I've Loved You Forever It Seems,0,0,0
i-ve-never-been-loved-before,I've Never Been Loved Before,0,0,0
i-ve-never-been-so-blue,I've Never Been So Blue,0,0,1
ive-never-been-so-lonesome-in-my-life,I’ve Never Been So Lonesome In My Life,1,0,0
i-ve-never-been-this-homesick-before,I've Never Been This Homesick Before,0,0,0
i-ve-never-had-a-thing-that-ain-t-been-used,I've Never Had A Thing That Ain't Been Used,0,0,0
i-ve-never-loved-anyone-more,I've Never Loved Anyone More,0,0,1
ive-never-seen-the-likes-of-you,I’ve Never Seen The Likes Of You,0,0,0
i-ve-never-stopped-dreaming-of-you,I've Never Stopped Dreaming Of You,0,0,1
i-ve-seen-that-look-on-me-a-thousand-times,I've Seen That Look On Me A Thousand Times,0,0,0
ive-still-got-ninety-nine,I’ve Still Got Ninety Nine,1,1,1
ive-still-got-some-hurting-to-do,I’ve Still Got Some Hurting To Do,0,0,0
i-ve-thought-of-leaving-you,I've Thought Of Leaving You,0,0,0
i-ve-turned-you-to-stone,I've Turned You To Stone,0,0,1
i-ve-waited-a-lifetime,I've Waited A Lifetime,0,0,0
i-ve-waited-all-my-life-for-you,I've Waited All My Life For You,0,0,1
i-ve-waited-as-long-as-i-can,I've Waited As Long As I Can,1,4,1
ive-waited-as-long-as-i-can,I’ve Waited As Long As I Can,1,4,1
ivory-tower,Ivory Tower,0,0,22
ivy-rose,Ivy Rose,0,0,1
i-waited-too-long,I Waited Too Long,0,0,2
i-wake-up-every-morning-with-a-smile-on-my-face,I Wake Up Every Morning With A Smile On My Face,0,0,0
i-walk-alone,I Walk Alone,0,0,18
i-walk-and-i-walk-and-i-walk,I Walk And I Walk And I Walk,0,0,0
i-walked-out-on-heaven,I Walked Out On Heaven,0,0,0
i-walk-the-line,I Walk The Line,1,6,2
i-wanna-be-a-christian-soldier,I Wanna Be A Christian Soldier,1,0,0
i-wanna-be-free,I Wanna Be Free,0,0,12
i-wanna-be-hugged-to-death-by-you,I Wanna Be Hugged To Death By You,0,0,0
i-wanna-be-there-when-the-lovin-starts,I Wanna Be There When The Lovin' Starts,0,0,0
i-wanna-come-back-to-you,I Wanna Come Back To You,0,0,0
i-wanna-come-over,I Wanna Come Over,0,0,0
i-wanna-feel-that-way-again,I Wanna Feel That Way Again,0,0,0
i-wanna-go-to-heaven,I Wanna Go To Heaven,0,0,0
i-wanna-go-to-santa-claus-land-tonight,I Wanna Go to Santa Claus Land Tonight,0,0,0
i-wanna-go-with-you,I Wanna Go With You,1,0,0
i-wanna-hear-it-from-you,I Wanna Hear It From You,0,0,0
i-wanna-know-i-m-goin-home,I Wanna Know I'm Goin' Home,0,0,0
i-wanna-live,I Wanna Live,0,0,7
i-wanna-play-house-with-you,I Wanna Play House With You,0,0,1
i-wanna-wake-up-with-you,I Wanna Wake Up With You,0,0,0
i-wanna-waltz,I Wanna Waltz,0,0,1
i-want-a-drink-of-that-water,I Want A Drink Of That Water,0,0,0
i-want-a-girl,I Want A Girl,1,0,1
i-want-a-son,I Want A Son,0,0,1
i-want-my-rib-back,I Want My Rib Back,0,1,0
i-want-no-one-but-you,I Want No One But You,0,0,0
i-want-some-more-of-this,I Want Some More Of This,0,0,0
i-want-that-feelin-again,I Want That Feelin' Again,0,0,1
i-want-the-lord-to-protect-my-soul,I Want the Lord to Protect My Soul,1,1,0
i-want-to-be-free,I Want To Be Free,0,0,5
i-want-to-be-like-jesus,I Want To Be Like Jesus,0,1,1
i-want-to-be-loved,I Want To Be Loved,1,4,6
i-want-to-be-more-like-jesus,I Want To Be More Like Jesus,0,0,1
i-want-to-be-sure,I Want To Be Sure,0,0,0
i-want-to-be-wanted,I Want To Be Wanted,0,1,1
i-want-to-be-with-you-always,I Want To Be With You Always,0,0,1
i-want-to-carry-your-sweet-memories,I Want To Carry Your Sweet Memories,0,0,0
i-want-to-do-thy-will-oh-lord,I Want To Do Thy Will Oh Lord,0,0,0
i-want-to-go-home-aka-sloop-john-b,I Want To Go Home (aka Sloop John B),0,0,0
i-want-to-go-somewhere,I Want To Go Somewhere,0,0,0
i-want-to-go-where-nobody-knows-me,I Want To Go (Where Nobody Knows Me),0,0,0
i-want-to-go-where-no-one-knows-me,I Want To Go Where No One Knows Me,0,0,0
i-want-to-go-with-you,I Want To Go With You,0,1,2
i-want-to-grow-old-with-you,I Want To Grow Old With You,0,1,1
i-want-to-hear-it-from-you,I Want To Hear It From You,0,0,4
i-want-to-know-more-about-my-jesus,I Want To Know More About My Jesus,0,0,0
i-want-to-know-you-before-we-make-love,I Want To Know You Before We Make Love,0,0,1
i-want-to-live-again,I Want To Live Again,0,0,1
i-want-to-live-again-1,I Want To Live Again,0,0,1
i-want-to-live-and-love,I Want To Live And Love,0,0,1
i-want-to-see-my-hometown,I Want To See My Hometown,0,0,0
i-want-to-stroll-over-heaven-with-you,I Want To Stroll Over Heaven With You,0,1,0
i-want-to-walk-you-home,I Want To Walk You Home,0,0,2
i-want-to-with-you,I Want To With You,0,0,0
i-want-you-back-again,I Want You Back Again,0,0,2
i-want-you-free,I Want You Free,0,0,0
i-want-you-i-need-you-i-love-you,I Want You I Need You I Love You,0,0,1
i-want-you-to-know,I Want You To Know,0,1,16
i-want-you-to-meet-my-friend,I Want You To Meet My Friend,0,1,1
i-want-you-with-me,I Want You With Me,0,0,3
i-was-a-fool,I Was A Fool,0,0,6
i-was-afraid-of-that,I Was Afraid Of That,0,0,0
i-was-born-about-ten-thousands-years-ago,I Was Born About Ten Thousands Years Ago,0,0,0
i-was-born-a-travelin-man,I Was Born A Travelin' Man,0,0,0
i-was-born-to-be-a-cowboy,I Was Born To Be A Cowboy,0,0,0
i-was-coming-home-to-you,I Was Coming Home To You,0,0,1
i-was-doing-her-wrong,I Was Doing Her Wrong,0,0,0
i-washed-my-face-in-the-morning-dew,I Washed My Face In The Morning Dew,1,6,1
i-was-just-walking-out-the-door,I Was Just Walking Out The Door,0,0,0
i-was-losing-you,I Was Losing You,0,0,0
i-wasn-t-even-in-the-running,I Wasn't Even In The Running,0,0,1
i-wasn-t-fooling-around,I Wasn't Fooling Around,0,1,1
i-wasn-t-man-enough,I Wasn't Man Enough,0,0,1
i-wasted-a-nickel-last-night,I Wasted A Nickel Last Night,0,0,0
i-wasted-my-tears,I Wasted My Tears,0,1,1
i-wasted-my-tears-when-i-cried-over-you,I Wasted My Tears When I Cried Over You,1,0,0
i-was-the-first-one,I Was The First One,0,0,2
i-was-the-first-one-to-know,I Was The First One To Know,0,0,0
i-was-the-one,I Was The One,0,0,4
i-was-there,I Was There,0,1,17
i-was-there-1,I Was There,0,1,17
i-was-there-when-it-happened,I Was There When It Happened,0,0,1
i-was-wrong,I Was Wrong,0,2,26
i-watched-an-angel-going-through-hell,I Watched An Angel (Going Through Hell),0,0,0
i-watched-my-dream-world-crumble-like-clay,I Watched My Dream World Crumble Like Clay,0,0,1
i-went-down-a-beggar-but-i-came-up-a-millionaire,I Went Down A Beggar But I Came Up A Millionaire,1,0,0
i-went-out-of-my-way,I Went Out Of My Way,0,0,1
i-went-to-your-wedding,I Went To Your Wedding,0,0,1
i-will,I Will,0,7,52
i-will-1,I Will,0,7,52
i-will-always,I Will Always,0,3,3
i-will-always-be-waiting-for-you,I Will Always Be Waiting For You,0,3,1
i-will-always-love-you,I Will Always Love You,0,3,7
i-will-arise,I Will Arise,0,2,1
i-will-be-home-again,I Will Be Home Again,0,0,1
i-will-cross-o-er-the-river,I Will Cross O'er the River,0,0,1
i-will-follow-you,I Will Follow You,0,2,14
i-will-forever-hate-roses,I Will Forever Hate Roses,0,1,1
i-will-glory-in-the-cross,I Will Glory In The Cross,0,0,1
i-will-miss-you-when-you-go,I Will Miss You When You Go,0,1,1
i-will-pilot-thee,I Will Pilot Thee,0,0,0
i-will-take-care-of-you,I Will Take Care Of You,0,0,2
i-will-trade-the-old-cross-for-a-crown,I Will Trade the Old Cross for a Crown,1,0,0
i-wished-upon-my-little-golden-horse-shoe,I Wished Upon My Little Golden Horse Shoe,0,0,0
i-wish-i-could-be,I Wish I Could Be,0,0,0
i-wish-i-could-fall-in-love-again,I Wish I Could Fall in Love Again,0,0,0
i-wish-i-could-fall-in-love-today,I Wish I Could Fall In Love Today,0,0,1
i-wish-i-could-love-that-much-again,I Wish I Could Love That Much Again,0,0,0
i-wish-i-could-say-no-to-you,I Wish I Could Say No To You,0,0,0
i-wish-i-could-say-the-same,I Wish I Could Say The Same,0,0,0
i-wish-i-could-write-you-a-song,I Wish I Could Write You A Song,0,0,1
i-wish-i-didnt-love-you-so,I Wish I Didn’t Love You So,0,0,1
i-wish-i-d-never,I Wish I'd Never,0,0,1
i-wish-i-felt-this-way-at-home,I Wish I Felt This Way At Home,0,1,1
i-wish-i-had-a-girl,I Wish I Had A Girl,0,0,1
i-wish-i-had-a-million-friends,I Wish I Had A Million Friends,0,0,1
i-wish-i-had-a-nickel,I Wish I Had a Nickel,0,2,1
i-wish-i-had-loved-her-that-way,I Wish I Had Loved Her That Way,0,0,1
i-wish-i-had-never-seen-sunshine,I Wish I Had Never Seen Sunshine,0,1,2
i-wish-i-had-something,I Wish I Had Something,0,0,1
i-wish-i-knew,I Wish I Knew,0,2,13
i-wish-i-loved-somebody-else,I Wish I Loved Somebody Else,0,0,1
i-wish-i-may-i-wish-i-might,I Wish I May I Wish I Might,0,0,0
i-wish-it-could-be-christmas-all-year-long,I Wish It Could Be Christmas All Year Long,0,0,0
i-wish-it-had-been-a-dream,I Wish It Had Been A Dream,0,1,2
i-wish-it-would-rain,I Wish It Would Rain,0,1,2
i-wish-i-was-a-mole-in-the-ground,I Wish I Was A Mole In The Ground,1,1,2
i-wish-i-was-crazy-again,I Wish I Was Crazy Again,0,0,2
i-wish-i-was-eighteen-again,I Wish I Was Eighteen Again,0,0,1
i-wish-i-was-santa-claus,I Wish I Was Santa Claus,0,0,0
i-wish-i-was-wrong,I Wish I Was Wrong,0,0,1
i-wish-somebody-loved-me,I Wish Somebody Loved Me,0,0,1
i-wish-that-i-could-hurt-that-way-again,I Wish That I Could Hurt That Way Again,0,0,1
i-wish-this-night-would-never-end,I Wish This Night Would Never End,0,0,0
i-wish-you-could-have-turned-my-head,I Wish You Could Have Turned My Head,0,0,0
i-wish-you-knew,I Wish You Knew,1,9,2
i-wish-you-love,I Wish You Love,0,2,4
i-wish-you-were-here-oh-my-darlin,I Wish You Were Here (Oh My Darlin'),0,0,0
i-wish-you-were-more-like-your-memory,I Wish You Were More Like Your Memory,0,0,0
i-wish-you-would-leave-me-alone,I Wish You Would Leave Me Alone,0,0,0
i-woke-up-from-dreaming,I Woke Up From Dreaming,0,0,1
i-woke-up-just-in-time,I Woke Up Just In Time,0,0,0
i-won-all-the-battles,I Won All The Battles,0,0,0
i-wonder,I Wonder,0,4,64
i-wonder-do-you-think-of-me,I Wonder Do You Think Of Me,1,0,1
i-wonder-how-it-is-in-colorado,I Wonder How It Is In Colorado,0,0,0
i-wonder-how-john-felt-when-he-baptized-jesus,I Wonder How John Felt (When He Baptized Jesus),0,0,1
i-wonder-how-the-old-folks-are-at-home,I Wonder How The Old Folks Are At Home,1,11,1
i-wonder-if-i-care-as-much,I Wonder If I Care As Much,0,1,1
i-wonder-if-i-ever-said-goodbye,I Wonder If I Ever Said Goodbye,0,0,0
i-wonder-if-she-knows,I Wonder If She Knows,0,0,1
i-wonder-if-the-angels-could-use-another-singer,I Wonder If The Angels Could Use Another Singer,0,0,0
i-wonder-if-they-ever-think-of-me,I Wonder If They Ever Think Of Me,0,0,1
i-wonder-if-you-feel-the-way-i-do,I Wonder if You Feel the Way I Do,0,4,1
i-wonder-if-you-know,I Wonder If You Know,1,1,0
i-wonder-if-you-told-her-about-me,I Wonder If You Told Her About Me,0,0,0
i-wonder-what-he-s-doing-tonight,I Wonder What He's Doing Tonight,0,0,0
i-wonder-what-shell-think-about-me-leaving,I Wonder What She’ll Think About Me Leaving,0,0,1
i-wonder-what-the-weather-s-like-in-charleston,I Wonder What The Weather's Like In Charleston,0,0,1
i-wonder-where-i-ll-find-you-at-tonight,I Wonder Where I'll Find You At Tonight,0,0,0
i-wonder-where-ill-find-you-at-tonight,I Wonder Where I’ll Find You At Tonight,0,0,0
i-wonder-where-we-d-be-tonight,I Wonder Where We'd Be Tonight,0,0,1
i-wonder-where-you-are-tonight,I Wonder Where You Are Tonight,1,26,2
i-wonder-where-you-are-tonight-1,I Wonder Where You Are Tonight,1,26,2
i-wonder-who-s-building-the-bridge,I Wonder Who's Building The Bridge,0,0,0
i-wonder-whos-kissing-him-now,I Wonder Who’s Kissing Him Now,0,0,0
i-wonder-who-s-missing-you-now,I Wonder Who's Missing You Now,0,0,0
i-wonder-why-i-worry-over-you,I Wonder Why I Worry Over You,0,0,2
i-wonder-why-you-said-goodbye,I Wonder Why You Said Goodbye,1,5,1
i-wonder-why-you-said-goodbye-1,I Wonder Why You Said Goodbye,1,5,1
i-won-t-be-back-tonight-1,I Won't Be Back Tonight,0,0,1
i-won-t-be-crying-anymore,I Won't Be Crying Anymore,0,0,0
i-won-t-be-hanging-around,I Won't Be Hanging Around,1,2,0
i-won-t-be-home-no-more,I Won't Be Home No More,0,0,1
i-won-t-be-needing-you,I Won't Be Needing You,0,0,1
i-won-t-be-sleeping-alone,I Won't Be Sleeping Alone,0,0,0
i-won-t-care-what-happens-to-me,I Won't Care What Happens To Me,0,0,0
i-won-t-cheat-on-you-again,I Won't Cheat On You Again,0,0,0
i-won-t-come-in-while-he-s-there,I Won't Come In While He's There,0,0,1
i-won-t-decorate-your-christmas-tree,I Won't Decorate Your Christmas Tree,0,0,0
i-won-t-forget-you,I Won't Forget You,0,0,6
i-won-t-gamble-with-your-love,I Won't Gamble With Your Love,0,1,0
i-won-t-get-over-losing-you,I Won't Get Over Losing You,0,0,0
i-won-t-get-over-you,I Won't Get Over You,0,0,0
i-won-t-give-up-on-you,I Won't Give Up On You,0,0,3
i-won-t-go-hunting-with-you-jake,I Won't Go Hunting With you Jake,0,0,0
i-won-t-have-to-cross-jordan-alone,I Won't Have to Cross Jordan Alone,0,1,2
i-won-t-have-to-worry-anymore,I Won't Have To Worry Anymore,0,0,0
i-wont-let-you-down,I Won’t Let You Down,0,1,15
i-won-t-live-that-long,I Won't Live That Long,0,0,0
i-won-t-mention-it-again,I Won't Mention it Again,0,0,1
i-won-t-need-you-anymore,I Won't Need You Anymore,0,0,0
i-wont-take-less-than-your-love,I Won’t Take Less Than Your Love,0,0,1
i-worship-you,I Worship You,0,1,6
i-would-crawl-all-the-way-to-the-river,I Would Crawl All The Way To The River,0,0,0
i-would-do-anything-for-you,I Would Do Anything For You,0,0,3
i-would-fly,I Would Fly,0,1,2
i-would-have-loved-you-all-night-long,I Would Have Loved You All Night Long,1,0,0
i-would-like-to-see-you-again,I Would Like To See You Again,0,0,1
i-wouldn-t-buy-a-used-car-from-him,I Wouldn't Buy A Used Car From Him,0,0,0
i-wouldn-t-change-a-thing-about-you,I Wouldn't Change A Thing About You,0,0,0
i-wouldn-t-change-you-if-i-could,I Wouldn't Change You If I Could,1,10,2
i-wouldn-t-have-missed-it-for-the-world,I Wouldn't Have Missed It For The World,0,0,1
i-wouldn-t-have-you-any-other-way,I Wouldn't Have You Any Other Way,0,0,1
i-wouldn-t-know-where-to-begin,I Wouldn't Know Where To Begin,0,0,1
i-wouldn-t-live-in-new-york-city,I Wouldn't Live In New York City,0,0,0
i-wouldnt-mind-dying,I Wouldn’t Mind Dying,1,0,0
i-wouldn-t-miss-it-for-the-world,I Wouldn't Miss It For The World,0,1,1
i-wouldn-t-take-a-million-dollars-for-a-single-maple-leaf,I Wouldn't Take A Million Dollars For A Single Maple Leaf,0,0,0
i-wouldn-t-take-her-to-a-dog-fight,I Wouldn't Take Her To A Dog Fight,0,0,0
i-wouldnt-take-nothing-for-my-journey-now,I Wouldn’t Take Nothing For My Journey Now,0,0,1
i-wouldnt-take-nothing-for-my-journey-now-1,I Wouldn’t Take Nothing For My Journey Now,0,0,1
i-wouldn-t-want-to-live,I Wouldn't Want To Live,0,0,0
i-wouldn-t-want-you-any-other-way,I Wouldn't Want You Any Other Way,0,0,1
i-wound-easy-but-i-heal-fast,I Wound Easy (But I Heal Fast),0,0,1
jack-daniels-if-you-please,Jack Daniels If You Please,0,0,0
jack-o-diamonds,Jack O' Diamonds,1,4,3
jackson,Jackson,1,7,9
jackson-aint-a-very-big-town,Jackson Ain’t A Very Big Town,0,0,1
jackson-s-breakdown,Jackson's Breakdown,0,0,0
jacksonville,Jacksonville,0,0,3
jacob-s-ladder,Jacob's Ladder,0,3,21
jacobs-ladder,Jacob’s Ladder,0,3,21
jacob-s-vision,Jacob's Vision,0,2,2
jacob-s-well,Jacob's Well,0,0,0
jailbreak,Jailbreak,1,1,13
jailhouse-rock,Jailhouse Rock,0,1,1
jamaica-farewell,Jamaica Farewell,0,0,3
jambalaya,Jambalaya,1,11,11
jane,Jane,0,0,37
janey,Janey,0,0,2
january-april-and-me,January April And Me,0,0,0
jason-s-farm,Jason's Farm,0,0,1
jealous-darling,Jealous Darling,0,0,0
jealous-heart,Jealous Heart,1,4,4
jealous-hearted-me,Jealous Hearted Me,0,2,0
jealous-lies,Jealous Lies,0,0,0
jealous-loving-heart,Jealous Loving Heart,0,0,1
jealously-insane,Jealously Insane,0,0,0
jealousy,Jealousy,0,3,91
jean,Jean,0,2,19
jeannie-and-johnny,Jeannie And Johnny,0,0,0
jeannie-marie-you-were-a-lady,Jeannie Marie You Were A Lady,0,0,0
jeannie-norman,Jeannie Norman,0,0,0
jeannie-s-afraid-of-the-dark,Jeannie's Afraid Of The Dark,0,2,1
jeannies-last-kiss,Jeannie’s Last Kiss,0,0,1
jenny,Jenny,0,2,59
jenny-baker,Jenny Baker,0,1,0
jenny-in-the-cotton-patch,Jenny in the Cotton Patch,0,2,0
jenny-lind,Jenny Lind,0,4,0
jenny-lou,Jenny Lou,0,0,0
jenny-lynn,Jenny Lynn,1,6,3
jerry-s-bar-and-grill,Jerry's Bar And Grill,0,0,0
jerusalem-ridge,Jerusalem Ridge,1,23,1
jerusalem-ridge-ensemble,Jerusalem Ridge (ensemble),1,0,0
jesse-james,Jesse James,1,23,13
jesus-and-the-atheist,Jesus And The Atheist,0,0,0
jesus-answers-my-prayers,Jesus Answers My Prayers,0,1,0
jesus-built-a-bridge-to-heaven,Jesus Built A Bridge To Heaven,0,1,0
jesus-cares-for-me,Jesus Cares For Me,0,0,0
jesus-cares-for-me-1,Jesus Cares For Me,0,0,0
jesus-cares-what-happens-to-me,Jesus Cares What Happens To Me,0,0,0
jesus-christ,Jesus Christ,0,0,10
jesus-christ-what-a-man,Jesus Christ What A Man,0,0,1
jesus-died-for-me,Jesus Died For Me,0,0,1
jesus-don-t-give-up-on-me,Jesus Don't Give Up On Me,0,0,1
jesus-don-t-turn-me-away,Jesus Don't Turn Me Away,0,0,1
jesus-hears-he-cares-he-can,Jesus Hears He Cares He Can,0,0,0
jesus-help-me-to-stand,Jesus Help Me To Stand,0,2,1
jesus-hold-my-hand,Jesus Hold My Hand,1,7,1
jesus-i-need-to-talk-to-you,Jesus I Need To Talk To You,0,0,0
jesus-is-a-cowboy,Jesus Is a Cowboy,0,0,0
jesus-is-a-good-ole-boy,Jesus Is A Good Ole Boy,0,0,0
jesus-is-all-i-need,Jesus Is All I Need,0,0,0
jesus-is-a-rock,Jesus is a Rock,0,0,0
jesus-is-a-soul-man,Jesus Is A Soul Man,0,0,1
jesus-is-a-soul-saving-man,Jesus Is A Soul Saving Man,0,0,1
jesus-is-calling,Jesus Is Calling,0,1,2
jesus-is-coming,Jesus Is Coming,0,3,2
jesus-is-coming-soon,Jesus Is Coming Soon,0,2,1
jesus-is-coming-soon-1,Jesus Is Coming Soon,0,2,1
jesus-is-knocking-at-the-door,Jesus Is Knocking at the Door,0,0,0
jesus-is-living-in-me,Jesus Is Living In Me,0,2,0
jesus-is-my-kind-of-people,Jesus Is My Kind Of People,0,0,1
jesus-is-the-best-thing-that-ever-happened-to-me,Jesus Is The Best Thing That Ever Happened To Me,0,0,0
jesus-is-the-only-one-that-loves-us,Jesus Is The Only One That Loves Us,0,0,1
jesus-it-s-me-again,Jesus It's Me Again,0,0,1
jesus-keep-me-near-the-cross,Jesus Keep Me Near The Cross,0,0,1
jesus-knows,Jesus Knows,0,0,1
jesus-living-next-to-me,Jesus Living Next To Me,0,0,0
jesus-loved-the-devil-out-of-me,Jesus Loved The Devil Out Of Me,0,0,0
jesus-loves-me,Jesus Loves Me,0,5,10
jesus-makes-house-calls,Jesus Makes House Calls,0,0,0
jesus-now-more-than-ever,Jesus Now More Than Ever,0,0,0
jesus-on-the-mainline,Jesus On The Mainline,1,4,2
jesus-our-savior,Jesus Our Savior,0,0,1
jesus-paid-it-all,Jesus Paid It All,0,1,4
jesus-put-a-yodel-in-my-soul,Jesus Put A Yodel In My Soul,0,0,0
jesus-remembered-me,Jesus Remembered Me,0,0,1
jesus-saved-me,Jesus Saved Me,0,0,1
jesus-savior-pilot-me,Jesus Savior Pilot Me,1,7,1
jesus-savior-pilot-me-1,Jesus Savior Pilot Me,1,7,1
jesus-take-another-look-at-me,Jesus Take Another Look At Me,0,0,0
jesus-take-hold,Jesus Take Hold,0,0,0
jesus-take-the-wheel,Jesus Take The Wheel,0,1,1
jesus-took-my-burden,Jesus Took My Burden,0,0,0
jesus-took-the-outlaw-out-of-me,Jesus Took The Outlaw Out Of Me,0,0,0
jesus-use-me,Jesus Use Me,0,0,0
jesus-walked-upon-the-water,Jesus Walked Upon The Water,0,0,0
jesus-wants-me,Jesus Wants Me,0,0,1
jesus-was-a-capricorn,Jesus Was A Capricorn,0,0,1
jesus-was-a-carpenter,Jesus Was A Carpenter,0,0,1
jesus-wept,Jesus Wept,0,0,7
jesus-will-save-your-soul,Jesus Will Save Your Soul,0,1,1
jilted-love,Jilted Love,0,0,0
jim-blakes-message,Jim Blake’s Message,0,0,0
jimbo-jenkins,Jimbo Jenkins,0,0,1
jim-bridger,Jim Bridger,0,0,1
jim-jack-and-rose,Jim Jack and Rose,0,0,0
jimmie-brown-the-newsboy,Jimmie Brown The Newsboy,1,13,0
jimmy-brown-the-news-boy,Jimmy Brown The News Boy,0,7,0
jimmy-brown-the-newsboy,Jimmy Brown the Newsboy,1,12,1
jimmy-johnson-pass-that-jug-around-the-hill,Jimmy Johnson Pass that Jug Around the Hill,0,0,0
jimmy-martinez,Jimmy Martinez,0,0,1
jimmy-was-a-drinking-kind-of-man,Jimmy Was A Drinking Kind Of Man,0,0,0
jingle-bell-rock,Jingle Bell Rock,0,2,3
jingle-bells,Jingle Bells,1,25,48
jinx-in-love,Jinx In Love,0,0,0
jo-and-the-cowboy,Jo And The Cowboy,0,0,1
joanna,Joanna,0,0,26
job-description,Job Description,0,1,1
jody-and-the-kid,Jody And The Kid,0,0,1
jody-like-a-melody,Jody Like A Melody,0,0,1
joe-and-mabel-s-12th-street-bar-and-grill,Joe and Mabel's 12th Street Bar And Grill,0,0,0
joe-knows-how-to-live,Joe Knows How To Live,0,1,0
joe-s-been-a-gettin-there,Joe's Been A Gettin' There,0,0,0
joe-smith,Joe Smith,0,0,0
joey,Joey,0,0,23
joey-s-back-in-town,Joey's Back In Town,0,0,0
john-boat-blues,John Boat Blues,0,0,0
john-browns-dream,John Brown's Dream,1,10,1
john-deere-tractor,John Deere Tractor,1,7,1
john-hardy,John Hardy,1,49,5
john-henry,John Henry,1,75,16
john-henry-1,John Henry,1,75,16
john-henry-blues,John Henry Blues,1,10,0
